연번,가맹점명,업종명,우편번호,소재지주소,제공기준일자
11476,붓처스컷 아브뉴프랑 판교점,양식,463400,"경기 성남시 분당구 분당내곡로 150,  2층 (삼평동)",2025-06-26
11477,붕붕나라,"정비,세차장,자동차SVC",13406,경기 성남시 중원구 마지로 139  (하대원동),2025-06-26
11478,뷰(VU)안경원,"안경,콘텍트렌즈",13524,"경기도 성남시 분당구 대왕판교로606번길 39  103호,104호",2025-06-26
11479,뷰공감,"용역서비스(연구,번역등)",13624,경기도 성남시 분당구 미금로 63  305동 903호,2025-06-26
11480,뷰띠끄,남.여기성복,13567,"경기 성남시 분당구 양현로166번길 15,  303호 (이매동, 장수빌딩)",2025-06-26
11481,뷰맵 분당스토어,"안경,콘텍트렌즈",13591,"경기 성남시 분당구 서현로210번길 2,  109호 (서현동, 성지하이츠텔)",2025-06-26
11482,뷰어텍,"정보통신기기,컴퓨터",13503,"경기도 성남시 분당구 벌말로50번길 42  102호(야탑동, 로잔티움파크)",2025-06-26
11483,뷰토피아,미용재료,13386,경기 성남시 중원구 둔촌대로170번길 9  (하대원동),2025-06-26
11484,뷰티,악세사리,13627,"경기 성남시 분당구 돌마로 80,  25 (구미동, 분당현대벤쳐빌)",2025-06-26
11485,뷰티,화장품,13119,"경기 성남시 수정구 복정로32번길 34-16,  지층 4호 (복정동)",2025-06-26
11486,뷰티 인 서인,화장품,13616,"경기 성남시 분당구 정자일로 1,  상가동 2층 202호 (금곡동, 코오롱트리폴리스)",2025-06-26
11487,뷰티갤러리,회원제,13166,"경기 성남시 중원구 자혜로 84-1,  지층 (금광동)",2025-06-26
11488,뷰티경영연구소,"전문서비스(회계,변리,컨설팅등)",13369,경기도 성남시 중원구 원터로75번길 19  302호,2025-06-26
11489,뷰티네일소리(beauty nail sori),"이용,미용",13506,"경기 성남시 분당구 성남대로926번길 12,  8층 801-5호 (야탑동, 금탑프라자)",2025-06-26
11490,뷰티디안느(Beauty Diane),"이용,미용",13558,"경기도 성남시 분당구 성남대로331번길 8  , 3층 314호(정자동, 분당인텔리지1)",2025-06-26
11491,뷰티라인,회원제,13426,"경기 성남시 중원구 도촌로 8,  506호 (도촌동)",2025-06-26
11492,뷰티라인,화장품,13327,경기도 성남시 수정구 제일로158번길 22  102호 수진동,2025-06-26
11493,뷰티마인드 컴퍼니,미용재료,13387,"경기 성남시 중원구 원터로17번길 21,  403호 (하대원동)",2025-06-26
11494,뷰티바이진,방문판매,13595,"경기 성남시 분당구 백현로 105,  A동 25층 12호 (수내동, 로얄팰리스하우스빌)",2025-06-26
11495,뷰티솜씨(Beauty Somssi),회원제,13642,경기도 성남시 수정구 위례동로 153  4층 409호(창곡동 에이플타워),2025-06-26
11496,뷰티아늠,화장품,13126,"경기 성남시 수정구 수정로342번길 17,  1층 (산성동)",2025-06-26
11497,뷰티앤라인,화장품,13618,경기도 성남시 분당구 돌마로 75  3층 305호,2025-06-26
11498,뷰티인사이드푸드,한식,13466,경기도 성남시 분당구 운중로126번길 12  1층 일부 (운중동),2025-06-26
11499,뷰티전자담배,"이용,미용",13227,경기 성남시 중원구 둔촌대로425번길 17  (상대원동),2025-06-26
11500,뷰티케어 수,"이용,미용",13367,경기  성남시  중원구  제일로63번길  6 - 1 102,2025-06-26
11501,뷰티크레딧 (상대원점),화장품,13241,"경기도 성남시 중원구 희망로 344  , 1층",2025-06-26
11502,뷰티크레딧 모란점,화장품,13368,"경기 성남시 중원구 제일로35번길 44,  1층 (성남동)",2025-06-26
11503,뷰티크레딧(단대오거리점),화장품,13179,"경기 성남시 중원구 산성대로372번길 11,  1층 (금광동)",2025-06-26
11504,뷰티토탈샵,화장품,13178,"경기 성남시 중원구 자혜로16번길 61,  1층 (금광동)",2025-06-26
11505,뷰티풀너드,남.여기성복,13524,경기 성남시 분당구 대왕판교로606번길 45  (삼평동),2025-06-26
11506,뷰티플댄스스포츠,스포츠센타/레포츠클럽,13376,경기도 성남시 중원구 성남대로 1153  성남동,2025-06-26
11507,뷰티플라이프티케이,화장품,13311,"경기도 성남시 수정구 성남대로 1244  209호(태평동, 인티움)",2025-06-26
11508,뷰티플러스,화장품,13612,"경기 성남시 분당구 불정로71번길 3,  1층 (정자동)",2025-06-26
11509,뷰티플러스치과의원,치과병원,13591,"경기 성남시 분당구 황새울로342번길 11,  금호리빙 401 (서현동)",2025-06-26
11510,뷰티플레이스,화장품,13287,경기도 성남시 수정구 탄리로 130  1층,2025-06-26
11511,뷰티피아트,화장품,13165,경기도 성남시 중원구 황송로 77  상가동104호  (금광동),2025-06-26
11512,뷰티하라,피부미용실,13105,"경기도 성남시 수정구 고등로 57  상가동동 103호 (고등동, 고등마을)",2025-06-26
11513,뷰티하이,미용재료,13383,"경기 성남시 중원구 둔촌대로52번길 8-1,  1층 (성남동)",2025-06-26
11514,뷰티헤어,"이용,미용",13589,"경기 성남시 분당구 중앙공원로 20,  2동 분산상가 403 (서현동, 현대아파트)",2025-06-26
11515,뷰티호텔(정자점),화장품,13562,"경기 성남시 분당구 정자일로 100,  상가동 4층 403호 (정자동, 미켈란쉐르빌)",2025-06-26
11516,뷰티화장품,화장품,13506,"경기 성남시 분당구 성남대로916번길 7,  105호 서일빌딩 (야탑동)",2025-06-26
11517,브데뜨 (vedette),남.여기성복,13642,경기도 성남시 수정구 위례순환로4길 16  지하1,2025-06-26
11518,브라더 한정식 도시락 수정점,한식,13346,"경기 성남시 수정구 시민로 176,  1층 (신흥동)",2025-06-26
11519,브라더양꼬치&마라탕,중식,13321,경기도 성남시 수정구 성남대로1194번길 17-1  1층,2025-06-26
11520,브라더코,남.여기성복,13584,"경기 성남시 분당구 서현로478번길 14,  1층 (분당동)",2025-06-26
11521,브라더코 (BROTHERCO),일반대중음식,13584,경기도 성남시 분당구 서현로478번길 14  1층 일부 코너(분당동),2025-06-26
11522,브라더코(BROTHERCO),일반대중음식,13584,경기도 성남시 분당구 서현로478번길 14  1층 일부코너,2025-06-26
11523,브라더파츠,"차량용품,부품",13313,경기도 성남시 수정구 성남대로1179번길 2  우진빌딩  101호,2025-06-26
11524,브라우너리(BROWNERY),일반대중음식,13604,경기도 성남시 분당구 불곡남로 27  1층,2025-06-26
11525,브라운뷰티,"이용,미용",13341,"경기 성남시 수정구 시민로155번길 3,  1층 (신흥동)",2025-06-26
11526,브라운스프링,"의료기기,건강진단",13162,"경기 성남시 중원구 자혜로17번길 16,  25동 208호 상가 (은행동, 현대아파트)",2025-06-26
11527,브라이드K,남.여기성복,13117,"경기 성남시 수정구 복정로 76  (복정동, 동서울웨드빌)",2025-06-26
11528,브라이트스타 성남점,한식,13323,경기도 성남시 수정구 제일로 127-1  1층일부,2025-06-26
11529,브래드웍스,일반대중음식,13477,경기 성남시 분당구 운중로225번길 8-7  (판교동),2025-06-26
11530,브래드팩토리망캄,제과점,13588,"경기 성남시 분당구 중앙공원로39번길 7,  삼성한신상가 1층 110호 (서현동)",2025-06-26
11531,브래드팩토리망캄,제과점,13573,"경기 성남시 분당구 새마을로 107,  1층 (서현동)",2025-06-26
11532,브랜든 돈까스,일반대중음식,13493,"경기 성남시 분당구 판교역로 240,  B113호 (삼평동)",2025-06-26
11533,브러쉬 백현점,"정비,세차장,자동차SVC",13535,경기도 성남시 분당구 동판교로52번길 9-2  .,2025-06-26
11534,브런치491,일반대중음식,13140,경기도 성남시 수정구 산성대로 491  2층 일부호,2025-06-26
11535,브런치빈 분당서현점,일반대중음식,13591,경기도 성남시 분당구 분당로53번길 16  4층 402호,2025-06-26
11536,브레댄코 금광점,제과점,13194,경기도 성남시 중원구 금광로 40  지하층 B201호,2025-06-26
11537,브레댄코 산성역 자이푸르지오점,제과점,13262,"경기도 성남시 수정구 수정로 288  A상가동 1층 5호(신흥동,산성역 자이푸르지오2단지)",2025-06-26
11538,브레댄코 판교대장점,일반대중음식,13544,경기도 성남시 분당구 판교대장로7길 5  1층,2025-06-26
11539,브레댄코(bread&co.)신흥하늘채,제과점,13256,"경기도 성남시 중원구 광명로 176  상가동 1층 112호(중앙동,신흥역 하늘채 랜더스원 1단지)",2025-06-26
11540,브레드색,제과점,13524,경기도 성남시 분당구 판교역로192번길 14-2  1층118호,2025-06-26
11541,브레드색,제과점,13524,경기도 성남시 분당구 판교역로192번길 14-2  1층118호,2025-06-26
11542,브레드하우스,제과점,13389,"경기 성남시 중원구 둔촌대로275번길 4,  1층 2호 (하대원동)",2025-06-26
11543,브레들리 야탑점,제과점,13517,"경기 성남시 분당구 야탑로 102 ,  제1층 102호 일부 (야탑동)",2025-06-26
11544,브레디쉬,커피전문점,13192,"경기 성남시 중원구 희망로400번길 13,  1층 (금광동)",2025-06-26
11545,브레멘피아노스튜디오,"공연장,극장",13612,"경기도 성남시 분당구 정자로 78  2층 203호(정자동, 영동프라자)",2025-06-26
11546,브레쉬트,남.여기성복,13597,"경기 성남시 분당구 내정로165번길 38,  602-146 (수내동)",2025-06-26
11547,브레이닝창의수학교습소,일반전문학원,13613,경기도 성남시 분당구 정자일로 55  109동 410호,2025-06-26
11548,브레이브휘트니스,스포츠센타/레포츠클럽,13612,경기도 성남시 분당구 내정로17번길 2  에이동  지층 1003호,2025-06-26
11549,브레이스치과,치과병원,13597,"경기 성남시 분당구 내정로165번길 50,  305 (수내동, 크리스탈빌딩)",2025-06-26
11550,브레인교육,교육기자재,13628,경기도 성남시 분당구 미금일로 58  408동 1302호 (구미동 까치마을),2025-06-26
11551,브레인독서독해학원,일반전문학원,13640,경기도 성남시 수정구 위례광장로 310  B동 3층 비-302호,2025-06-26
11552,브레인디자인스튜디오 송파위례점,서적,13640,경기도 성남시 수정구 위례광장로 300  710호,2025-06-26
11553,브레인멘토스,상담실(결혼등),13640,"경기도 성남시 수정구 위례광장로 320  101동7층707호(창곡동,아이에스센트럴타워)",2025-06-26
11554,브레인컬러연구소의소통하는수학교습소,일반전문학원,13489,경기도 성남시 분당구 판교로 375  402호,2025-06-26
11555,브레젠트,제과점,13612,"경기 성남시 분당구 정자로76번길 11,  116 (정자동, 한라프라자)",2025-06-26
11556,브레젠트베이커리,제과점,13497,경기도 성남시 분당구 야탑로81번길 10  1층 136호,2025-06-26
11557,브렉타임,편의점,13488,"경기도 성남시 분당구 판교로289번길 20  1동 2층(삼평동,판교테크노밸리 스타트럽캠퍼스)",2025-06-26
11558,브로우니,"이용,미용",13368,경기도 성남시 중원구 제일로35번길 38-1  1층 일부호,2025-06-26
11559,브로우차엘(brow ChaEL),"이용,미용",13439,"경기도 성남시 중원구 양현로405번길 17  2층 207호(여수동, 시티파크)",2025-06-26
11560,브롱스 분당야탑점,양식,13506,"경기도 성남시 분당구 장미로86번길 12  야탑동,우송빌딩2층",2025-06-26
11561,브루인영어(Bruin English),일반전문학원,13557,"경기 성남시 분당구 정자일로 177  (정자동, 인텔리지II)",2025-06-26
11562,브루커코리아(주),과학기자재,463847,경기 성남시 분당구 정자동  25-1번지 킨스타워 14층,2025-06-26
11563,브루클린,한식,13494,"경기 성남시 분당구 대왕판교로 670,  A동 107호 (삼평동, 유스페이스2)",2025-06-26
11564,브룩클린 바나나 Brooklyn Banana,조명  및  전기자재  실내장식,13536,경기도 성남시 분당구 판교역로10번길 11  지하1층,2025-06-26
11565,브룸,"차량용품,부품",13647,"경기 성남시 수정구 위례서일로3길 7-4,  1층 (창곡동)",2025-06-26
11566,브리제헤어,"이용,미용",13558,경기도 성남시 분당구 성남대로331번길 3-3  201호,2025-06-26
11567,브리즈번버거앤비어,양식,13559,"경기도 성남시 분당구 정자일로 132  ,4단지 D동 112호",2025-06-26
11568,브리즘 판교점,"안경,콘텍트렌즈",13529,경기도 성남시 분당구 판교역로 152  B1층,2025-06-26
11569,브리튼보습학원,일반전문학원,13586,"경기 성남시 분당구 불정로 379,  403 (서현동, 서현프라자)",2025-06-26
11570,브릭나라,인형  및  완구  아동용  자전거,13311,경기 성남시 수정구 성남대로1258번길 6-2  (태평동),2025-06-26
11571,브릭벙커,인형  및  완구  아동용  자전거,13112,경기도 성남시 수정구 복정로106번길 1  지하층,2025-06-26
11572,브림,일반대중음식,13632,경기도 성남시 분당구 금곡로11번길 2  1층,2025-06-26
11573,브릿지커피,일반대중음식,13632,경기도 성남시 분당구 금곡로23번길 3  .,2025-06-26
11574,브링커피주식회사 (BRING COFFEECo.ltd),일반대중음식,13488,"경기도 성남시 분당구 판교로 315  1동 일부(삼평동,판교서일주유소)",2025-06-26
